"Sample_label" "Expedition" "Station" "Date" "Latitude" "Longitude" "Layer" "Environmental_feature" "Depth" "Marine_biome" "Ocean_and_sea_region" "Biogeographical_province" "Temperature_median" "Nitrogen" "Ammonium_mean" "Nitrate_median" "Nitrate_mean" "Nitrite_median" "Nitrite_mean" "Nitrate_and_Nitrite_median" "Phosphate" "Silicate" "Iron_concentration_PISCES2" "Iron_concentration_ECCO2.DARWIN" "Iron_mean_5m" "Oxygen" "Salinity" "Sigma_theta" "Chlorophyll_a_concentration" "Chlorophyll_a_fluo" "Particulate_organic_carbon" "Particulate_inorganic_carbon" "Residence_time" "Conductivity" "PAR_1d_avg" "PAR_8d_avg" "PAR_30d_avg" "Season" "Season_phase" "Distance_to_coast" "Angular_scattering_coefficient" "Optical_backscattering_coefficient" "Backscattering_coefficient_particles" "Fluorescence" "Optical_beam_attenuation_coefficient" "Beam_attenuation_coefficient_particles" "Sunshine_duration" "Sea_ice_concentration_." "Sea_Ice_free_period" "Polar" "Okubo.Weiss_parameter" "Maximum_Lyapunov_exponent" "pH" "Total_Alkalinity" "Bicarbonate_ion" "Carbonate_ion" "Total_Carbon" "Aragonite_saturation_state" "Calcite_saturation_state" "Carbon_dioxide" "Carbon_dioxide_partial_pressure" "Mixed_layer_depth" "Brunt_Vaisala_maximum_depth" "Max_O2_depth" "Min_O2_depth" "Nitracline_depth" "Sea_surface_temperature_gradient" "Chlorophyll_c3" "Chlorophyll_c1_c2" "Chlorophyllide_a" "Peridinin" "Phaeophorbide_a" "X19.Butanoyloxyfucoxanthin" "Fucoxanthin" "Neoxanthin" "Prasinoxanthin" "Violaxanthin" "X19.Hexanoyloxyfucoxanthin" "Diadinoxanthin" "Alloxanthin" "Diatoxanthin" "Zeaxanthin" "Lutein" "Bacteriochlorophyll_a" "Divinyl_chlorophyll_b" "Chlorophyll_b" "Chlorophyll_b_plus_divinyl_chlorophyll_b" "Divinyl_chlorophyll_a" "Chlorophyll_a" "Chlorophyll_a_total" "Phaeophytin_a" "Carotene"
"93SUR2GGMM14" "93SUR" "Tara Oceans Expedition (2009-2013)" "TARA_093" "2011-03-12T11:34" -34.0614 -73.1066 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Coastal Biome" "[SPO] South Pacific Ocean (MRGID:1910)" "[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)" 18.122955 NA 0.040871163 0 11.33696842 0.03975 0.175246051 0.2115 0.52125 0.1445 0.364 0.00397 3.974e-06 243.0408 34.31598 24.71804 19.8401 0.361109 154.387619 0.000769762 3.25 45.221506 18.154071 14.870764 8.710239 "summer" "late" 41.3902 0.000692 0.003132 0.004784 2.590248 0.283191 0.252325 746 0 365 "non polar" 0.061918 NA 8.092858 0 0 0.0114 0.0218 0.0014 8e-04 12.065853 352.28385 26 36 14 156 50 2.1058 0.01585 0.02605 0 0.033 0 0.0114 0.0218 0 8e-04 0.0014 0.02615 0.00675 0 0.0011 0.06335 0.00115 9e-04 0 0.017 0.017 0 0.2897 0.2897 0.00495 0.00895
"94SUR1GGMM14" "94SUR" "Tara Oceans Expedition (2009-2013)" "TARA_094" "2011-03-18T11:57" -32.7971 -87.0693 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Trades Biome" "[SPO] South Pacific Ocean (MRGID:1910)" "[SPSG] South Pacific Subtropical Gyre Province. North and South (MRGID:21486)" 21.121575 NA 0.00562963 0 6.150887092 0.001 0.06024864 0.029 0.2425 0.103 0.005 0.00454 4.539e-06 219.015 34.682538 24.219275 26.5388 0.147303 40.96653366 0.00015378 1.694444 48.667479 30.219108 27.07262 25.295357 "summer" "late" 388.8103 0.000373 0.000924 0.002574 1.669572 0.11418 0.079375 734 0 365 "non polar" 0.023496 0.05823 8.052847 0.00115 0 0.00325 0.0013 0.0015 0 12.378079 394.0586 48 58 54 296 269 0.05004 0.00425 0.00545 0 0.003 0 0.00325 0.0013 0.00115 0 0.0015 0.0118 0.0015 0 0 0.0424 0.00315 0.00065 0 0.012 0.012 0.0275 0.05165 0.07915 0 0.00435
"96DCM1GGMM14" "96DCM" "Tara Oceans Expedition (2009-2013)" "TARA_096" "2011-03-24T19:09" -29.668 -101.2285 "DCM" "[DCM] deep chlorophyll maximum layer (ENVO:01000326)" "155" "Trades Biome" "[SPO] South Pacific Ocean (MRGID:1910)" "[SPSG] South Pacific Subtropical Gyre Province. North and South (MRGID:21486)" 18.12644 NA 0.010189857 0 0.106033051 NA 0.073221021 NA 0.181 0.5315 0.009 NA 0.000148684 220.19105 35.33263 25.50222 19.3031 0.166728 17.43207169 NA 0 46.48458 0.24476 0.225222 0.227183 "autumn" "early" 419.3848 0.000306 0.00045 0.002111 1.847651 0.063907 -0.010538 722 0 365 "non polar" 0.047596 0.056696 NA NA NA NA NA NA NA NA NA 46 57 77 260 243 0.3657 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"97DCM1GGMM14" "97DCM" "Tara Oceans Expedition (2009-2013)" "TARA_097" "2011-03-28T22:23" -28.1874 -107.6385 "DCM" "[DCM] deep chlorophyll maximum layer (ENVO:01000326)" "175" "Trades Biome" "[SPO] South Pacific Ocean (MRGID:1910)" "[SPSG] South Pacific Subtropical Gyre Province. North and South (MRGID:21486)" 18.478415 NA 0.008414943 0.349581 0.012130915 0.03925 0.039575724 0.12225 0.1725 0.5065 0.018 NA 0.000237817 214.770062 35.42905 25.49114 16.7609 0.1476 15.98701143 NA 90.75 46.966431 0.061131 0.065481 0.071196 "autumn" "early" 201.2848 0.000287 0.000323 0.001985 1.824504 0.051942 0.025788 715 0 365 "non polar" -0.248939 0.01664 NA 0 0 0.0059 9e-04 0 0 NA NA 59 69 84 324 326 0.40644 0.0051 0.0081 0 7e-04 0 0.0059 9e-04 0 0 0 0.0103 7e-04 0 0 0.0042 0 0 0.0121 0.0499 0.062 0.0587 0.0357 0.0944 0.0018 0.009
"9DCM1GGMM14" "9DCM" "Tara Oceans Expedition (2009-2013)" "TARA_009" "2009-09-28T16:59" 39.0609 5.9422 "DCM" "[DCM] deep chlorophyll maximum layer (ENVO:01000326)" "55" "Westerlies Biome" "[MS] Mediterranean Sea (MRGID:1905)" "[MEDI] Mediterranean Sea. Black Sea Province (MRGID:21465)" 15.9708 NA 0.015086659 NA 0.01675451 NA 0.048709321 NA NA NA 0.971 NA 0.00138773 NA 37.68195 27.81605 22.3738 0.442902 35.80424881 8.10158e-05 0 46.910562 1.233359 1.768188 1.56453 "autumn" "early" 157.8376 NA NA NA NA NA NA 714 0 365 "non polar" 0.021447 0.190651 NA 0.002 0.0071 0.0169 0.0067 8e-04 0.0025 NA NA NA 25 NA NA NA 0.35542 0.01 0.0204 0.0011 0.0124 0.0071 0.0169 0.0067 0.002 0.0025 8e-04 0.0557 0.0064 0.0014 0 0.0569 0 8e-04 0 0.0145 0.0145 0.0601 0.1846 0.2458 0.0096 0.0158
"100DCM1GGZZ14" "100DCM" "Tara Oceans Expedition (2009-2013)" "TARA_100" "2011-04-15T19:38" -12.9723 -96.0122 "DCM" "[DCM] deep chlorophyll maximum layer (ENVO:01000326)" "50" "Trades Biome" "[SPO] South Pacific Ocean (MRGID:1910)" "[SPSG] South Pacific Subtropical Gyre Province. North and South (MRGID:21486)" 22.596675 NA 0.018424854 4.229206 9.24222072 0.1635 0.128016119 5.6545 0.7785 1.8815 0.065 NA 3.277e-06 216.67805 35.64227 24.5284 47.9246 0.258187 52.89086151 0.000295935 6 51.430264 NA 0.570258 0.412127 "autumn" "early" 1404.6916 0.000413 0.001199 0.002856 2.070398 0.138429 0.102186 709 0 365 "non polar" 0.013354 0.045278 NA 0.0061 0 0.0099 0.0096 0.002 0 NA NA 44 53 52 301 149 0.49273 0.0122 0.019 0 0.0093 0 0.0099 0.0096 0.0061 0 0.002 0.0322 0.0034 0 0 0.0521 0.0045 0.001 0 0.0732 0.0732 0.064 0.1541 0.2182 0.0026 0.0125
"102DCM1GGZZ14" "102DCM" "Tara Oceans Expedition (2009-2013)" "TARA_102" "2011-04-22T19:20" -5.2692 -85.2121 "DCM" "[DCM] deep chlorophyll maximum layer (ENVO:01000326)" "40" "Trades Biome" "[SPO] South Pacific Ocean (MRGID:1910)" "[PEOD] Pacific Equatorial Divergence Province (MRGID:21489)" 19.781235 NA 0.034300595 18.72477 7.140994549 1.202 0.573159586 24.3645 1.8615 10.5045 0.057 NA 4.398e-06 104.9968 34.884385 24.729155 25.4127 0.365239 82.28937531 0.000298 0 47.575971 0.579377 0.524403 0.335133 "autumn" "middle" 444.5005 0.000456 0.001499 0.003152 2.896974 0.162552 0.129877 718 0 365 "non polar" 0.043188 0.012324 NA 0.0334 0 0.038 0.018 0.0123 0.0036 NA NA 34 44 14 238 48 1.8132 0.031 0.0435 0 0.0058 0 0.038 0.018 0.0334 0.0036 0.0123 0.0663 0.0044 0 0 0.0877 0.0084 0.0024 0.0531 0.195 0.2482 0.1185 0.3323 0.4508 0.0083 0.0341
"102SUR1GGZZ14" "102SUR" "Tara Oceans Expedition (2009-2013)" "TARA_102" "2011-04-21T20:07" -5.2529 -85.1545 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Trades Biome" "[SPO] South Pacific Ocean (MRGID:1910)" "[PEOD] Pacific Equatorial Divergence Province (MRGID:21489)" 24.958885 NA 0.034300595 13.010708 7.140994549 0.3285 0.573159586 12.8225 1.02575 5.04425 0.073 0.0044 4.398e-06 204.421 34.764535 23.176695 35.1383 0.264409 85.90293503 0.000337211 0 52.714281 24.439054 24.141238 16.717895 "autumn" "early" 805.0024 0.000406 0.001162 0.002808 2.076027 0.140985 0.10772 718 0 365 "non polar" 0.043188 0.012324 7.905094 0.0104 0 0.00475 0.00655 0.0105 0 16.56381 585.365934 24 34 14 419 32 0.21865 0.01195 0.01435 0 0.0038 0 0.00475 0.00655 0.0104 0 0.0105 0.0318 0.00315 0 0.00095 0.0801 0.02775 0.00135 0 0.09665 0.09665 0.04415 0.1885 0.23265 0.00295 0.01295
"106DCM1GGZZ14" "106DCM" "Tara Oceans Expedition (2009-2013)" "TARA_106" "2011-05-03T20:52" 0.0307 -84.612 "DCM" "[DCM] deep chlorophyll maximum layer (ENVO:01000326)" "40" "Coastal Biome" "[SPO] South Pacific Ocean (MRGID:1910)" "[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)" 23.45048 NA 0.041996677 8.276054 5.375641187 0.317375 0.587957232 9.313125 0.776625 5.75275 0.253 NA 4.387e-06 165.2702 34.72394 23.595275 27.5361 0.243787 52.97846222 0.000134236 4.166667 51.116049 NA 0.707996 0.666752 "spring" "middle" 428.8911 0.000367 0.000887 0.002534 2.11443 0.112784 0.084303 727 0 365 "non polar" -0.04145 0.138825 NA 0.0065 0.0018 0.015 0.0141 0.00285 0.00055 NA NA 16 43 13 352 293 1.1459 0.0205 0.023 0 0.0066 0.0018 0.015 0.0141 0.0065 0.00055 0.00285 0.03695 0.00385 0 0.00015 0.03845 0.00325 7e-04 0.02495 0.0681 0.093 0.0604 0.16615 0.2265 0.0036 0.01385
"106SUR1GGZZ14" "106SUR" "Tara Oceans Expedition (2009-2013)" "TARA_106" "2011-05-03T12:27" -0.0283 -84.5862 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Coastal Biome" "[SPO] South Pacific Ocean (MRGID:1910)" "[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)" 25.702575 NA 0.041996677 6.047064 5.375641187 0.15125 0.587957232 5.556563 0.573125 3.595125 0.266 0.00439 4.387e-06 194.915 34.51722 22.76179 34.1044 0.217039 52.97491837 0.00013555 4.166667 53.149368 NA 26.265714 24.735592 "autumn" "middle" 412.6693 0.000367 0.000893 0.002537 1.88776 0.111847 0.083395 727 0 365 "non polar" -0.04145 0.138825 7.970073 0.0023 0 0.0044 0.006 0.0016 0 13.612483 486.311833 25 43 13 344 60 1.0233 0.0057 0.00815 0 0.00345 0 0.0044 0.006 0.0023 0 0.0016 0.01505 0.00325 0 8e-04 0.0499 0.00495 0.00065 0 0.028 0.028 0.03195 0.08175 0.11365 0.00165 0.00635
"109DCM1GGZZ14" "109DCM" "Tara Oceans Expedition (2009-2013)" "TARA_109" "2011-05-13T20:14" 2.0218 -84.5652 "DCM" "[DCM] deep chlorophyll maximum layer (ENVO:01000326)" "40" "Coastal Biome" "[NPO] North Pacific Ocean (MRGID:1908)" "[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)" 25.43204 NA 0.038657464 5.811374 3.423354744 0.13 0.411641767 5.427 0.56725 3.661 0.093 NA 4.994e-06 195.3433 34.55748 22.87711 33.7334 0.327472 NA NA 2.083333 52.937318 NA NA NA "spring" "middle" 514.7074 0.00039 0.001053 0.002697 2.013969 0.128233 0.100913 732 0 365 "non polar" -0.002594 0.005026 NA 0.0212 0 0.0239 0.0146 0.0088 0 NA NA 21 70 18 422 75 2.4614 0.0279 0.0399 0 0.0101 0 0.0239 0.0146 0.0212 0 0.0088 0.0777 0.006 0 0 0.0859 0.0083 0.0024 0.0195 0.1217 0.1422 0.1501 0.2785 0.4286 0.0049 0.0265
"109SUR1GGZZ14" "109SUR" "Tara Oceans Expedition (2009-2013)" "TARA_109" "2011-05-12T14:00" 1.9928 -84.5766 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Coastal Biome" "[NPO] North Pacific Ocean (MRGID:1908)" "[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)" 27.497475 NA 0.038657464 1.673601 3.423354744 0.0455 0.411641767 0.8935 0.2865 1.7085 0.073 0.00499 4.994e-06 199.6911 33.472445 21.408655 39.5787 0.272009 NA NA 2.083333 53.526114 NA NA NA "spring" "middle" 496.135 0.000402 0.00114 0.002774 1.900753 0.13885 0.111697 732 0 365 "non polar" -0.002594 0.005026 8.021784 0.005 0 0.00275 0.004 0.00545 0 10.944395 409.791925 15 59 13 395 63 1.716 0.0046 0.00965 0 0.0043 0 0.00275 0.004 0.005 0 0.00545 0.01525 0.0021 0 0.00045 0.09625 0.01125 0.0016 0.0058 0.03105 0.0368 0.06715 0.122 0.18915 0.00125 0.0101
"110DCM1GGZZ14" "110DCM" "Tara Oceans Expedition (2009-2013)" "TARA_110" "2011-05-22T20:50" -1.8155 -84.629 "DCM" "[DCM] deep chlorophyll maximum layer (ENVO:01000326)" "50" "Trades Biome" "[SPO] South Pacific Ocean (MRGID:1910)" "[SPSG] South Pacific Subtropical Gyre Province. North and South (MRGID:21486)" 22.267145 NA 0.042527045 7.974295 6.029548923 0.414 0.645360056 10.701 0.9295 5.407 0.224 NA 5.493e-06 154.55155 35.032215 24.18398 44.7523 0.296402 69.89767456 0.00024465 0 50.282468 0.226499 0.220284 0.128906 "autumn" "late" 407.4223 0.000382 0.000989 0.002639 2.188757 0.117106 0.092359 722 0 365 "non polar" 0.032297 0.064745 NA 0.005 0 0.0316 0.0291 0.0022 0 NA NA 27 92 13 356 100 0.92709 0.0343 0.0395 0 0.0099 0 0.0316 0.0291 0.005 0 0.0022 0.0751 0.0058 0 0 0.0355 0.0012 0 0.0175 0.069 0.0865 0.0551 0.1965 0.2516 0 0.0092
"111DCM1GGZZ14" "111DCM" "Tara Oceans Expedition (2009-2013)" "TARA_111" "2011-05-31T20:28" -16.9587 -100.6751 "DCM" "[DCM] deep chlorophyll maximum layer (ENVO:01000326)" "90" "Trades Biome" "[SPO] South Pacific Ocean (MRGID:1910)" "[SPSG] South Pacific Subtropical Gyre Province. North and South (MRGID:21486)" 19.783275 NA 0.013075565 0.85366 7.843671242 0.203 0.043491448 1.2215 0.443 0.9285 0.013 NA 3.007e-06 208.54895 35.69581 25.354365 31.8491 0.207911 42.42976761 0.00022155 34.305556 48.582486 0.019494 0.026184 0.016604 "autumn" "late" 916.312 0.00032 0.000546 0.002207 2.047239 0.058143 0.036743 671 0 365 "non polar" -0.075767 0.018781 NA 0.0047 0 0.0141 0.0035 8e-04 0 NA NA 67 225 70 233 230 0.51854 0.015 0.0159 0 0.0055 0 0.0141 0.0035 0.0047 0 8e-04 0.0325 0.0021 0 0 0.0249 5e-04 0 0 0.0828 0.0869 0.0623 0.0843 0.1466 0 0.0117
"122SUR2GGZZ14" "122SUR" "Tara Oceans Expedition (2009-2013)" "TARA_122" "2011-07-26T17:10" -8.9971 -139.1963 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Trades Biome" "[SPO] South Pacific Ocean (MRGID:1910)" "[SPSG] South Pacific Subtropical Gyre Province. North and South (MRGID:21486)" 26.60467 NA 0.030111594 5.660372 6.207147837 0.11925 0.087558472 5.456 0.56795 2.1905 0.005 0.00232 2.316e-06 187.07695 35.37032 23.122935 39.197 0.177137 41.59049606 0.000125815 15.833333 55.270298 28.45742 28.026826 20.225781 "winter" "early" 4.603 0.000327 0.000605 0.002255 1.574452 0.070035 0.060791 701 0 365 "non polar" 0.007751 0.028977 7.470711 0.003 0 0.0045 0.0041 0.0012 0 48.966505 1801.446465 102 112 14 252 235 0.27504 0.0044 0.0082 0 0.0036 0 0.0045 0.0041 0.003 0 0.0012 0.0139 0.0016 0 3e-04 0.0479 0.0068 9e-04 0 0.0387 0.0387 0.0557 0.0705 0.1262 0 0.0081
"123SUR1GGZZ14" "123SUR" "Tara Oceans Expedition (2009-2013)" "TARA_123" "2011-07-31T17:20" -8.9068 -140.283 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Trades Biome" "[SPO] South Pacific Ocean (MRGID:1910)" "[SPSG] South Pacific Subtropical Gyre Province. North and South (MRGID:21486)" 26.586685 NA 0.02508309 4.805128 6.231764158 0.14425 0.054778114 4.9015 0.53495 2.2205 0.005 0.00228 2.277e-06 189.6701 35.3551 23.11712 42.7934 0.181215 77.0915184 0.000143744 1.083333 55.230397 NA 23.435565 15.680517 "winter" "middle" 2.4728 0.000344 0.000726 0.002377 1.63837 0.109217 0.090418 703 0 365 "non polar" -0.011503 0.053774 8.012428 0.0023 0.0036 0.01 0.0092 6e-04 0.00155 11.921045 439.081584 122 134 14 606 278 NA 0.0154 0.0142 0 0.00605 0.0036 0.01 0.0092 0.0023 0.00155 6e-04 0.03115 0.0039 8e-04 5e-04 0.01325 0 0.00125 0 0.03185 0.03185 0 0.1781 0.1781 0.00225 0.00585
"124SUR1GGZZ14" "124SUR" "Tara Oceans Expedition (2009-2013)" "TARA_124" "2011-08-04T18:33" -9.1504 -140.5216 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Trades Biome" "[SPO] South Pacific Ocean (MRGID:1910)" "[SPSG] South Pacific Subtropical Gyre Province. North and South (MRGID:21486)" 26.572419 NA 0.023188621 4.965553 6.232079824 0.1665 0.052577804 6.2015 0.63025 2.53325 0.007 0.00246 2.459e-06 190.378187 35.384031 23.143631 40.0394 0.261381 73.13096237 0.000165428 2.777778 55.255253 24.609687 23.731942 16.14096 "winter" "middle" 36.1359 0.000375 0.000939 0.00259 1.628674 0.122752 0.108145 704 0 365 "non polar" 9.6e-05 0.043603 7.870713 0.00937 0.00774 0.01821 0.01184 0.00435 0.00386 17.599899 646.697247 103 113 13 286 241 0.096513 0.01686 0.02655 0.00023 0.00746 0.00774 0.01821 0.01184 0.00937 0.00386 0.00435 0.06849 0.00603 0.00312 0.00059 0.10181 0.00638 0.00145 0 0.06239 0.06239 0.07657 0.28826 0.36506 0.00501 0.02398
"125SUR1GGZZ14" "125SUR" "Tara Oceans Expedition (2009-2013)" "TARA_125" "2011-08-08T17:33" -8.9111 -142.5571 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Trades Biome" "[SPO] South Pacific Ocean (MRGID:1910)" "[SPSG] South Pacific Subtropical Gyre Province. North and South (MRGID:21486)" 26.80604 NA 0.01748565 5.460123 6.146822453 0.1945 0.02433348 3.7335 0.55725 1.80475 0.005 0.00236 2.359e-06 187.3321 35.42651 23.10143 43.5563 0.178072 55.34723282 8.75286e-05 0 55.562826 NA 26.554936 18.494441 "winter" "middle" 227.3463 0.000339 0.000687 0.002338 1.645425 0.086422 0.074869 706 0 365 "non polar" -0.004254 0.014455 8.015136 0.0032 0 0.0077 0.0029 6e-04 0 11.793852 436.548929 109 119 14 274 281 0.19558 0.0101 0.0101 0 0.0033 0 0.0077 0.0029 0.0032 0 6e-04 0.0255 0.0025 0 0.001 0.057 0.004 9e-04 0 0.0389 0.0389 0.0664 0.1026 0.169 0.0037 0.0096
"127DCM1GGZZ14" "127DCM" "Tara Oceans Expedition (2009-2013)" "TARA_127" "2011-09-01T17:38" -6.628 -152.4607 "DCM" "[DCM] deep chlorophyll maximum layer (ENVO:01000326)" "100" "Trades Biome" "[SPO] South Pacific Ocean (MRGID:1910)" "[SPSG] South Pacific Subtropical Gyre Province. North and South (MRGID:21486)" 26.960655 NA 0.019421275 4.30006 5.954986572 0.2045 0.036846063 4.5355 0.56825 1.5525 0.011 NA 3.054e-06 184.1395 35.511855 23.123355 40.2215 0.179825 46.99319839 0.000128926 3.222222 55.891851 0.02178 0.020756 0.022124 "winter" "late" 388.303 0.000314 0.000516 0.002168 1.70088 0.04987 0.04495 719 0 365 "non polar" -0.001602 0.03885 NA 0.0037 0 0.0047 0.0013 9e-04 0 NA NA 115 156 13 161 110 0.22257 0.0045 0.0053 0 0.0021 0 0.0047 0.0013 0.0037 0 9e-04 0.0115 0.001 0 0 0.0095 6e-04 0 0.0065 0.0229 0.0294 0.0311 0.0467 0.0778 0 0.0046
"127SUR2GGZZ14" "127SUR" "Tara Oceans Expedition (2009-2013)" "TARA_127" "2011-08-31T18:00" -6.6499 -152.4243 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Trades Biome" "[SPO] South Pacific Ocean (MRGID:1910)" "[SPSG] South Pacific Subtropical Gyre Province. North and South (MRGID:21486)" 27.067715 NA 0.019421275 5.064634 5.954986572 0.1715 0.036846063 4.821 0.56525 1.932 0.005 0.00305 3.054e-06 188.4359 35.41223 23.00702 58.5974 0.201192 47.22198486 0.000131832 3.222222 55.821895 31.809084 32.366216 33.773231 "winter" "late" 375.7214 0.000329 0.00062 0.002271 1.607691 0.072825 0.06783 719 0 365 "non polar" -0.001602 0.03885 NA 0.0014 0 0.0024 0.0015 4e-04 0 NA NA 127 149 15 635 227 0.16747 0.0033 0.0037 0 0.0011 0 0.0024 0.0015 0.0014 0 4e-04 0.01 0.0013 0 5e-04 0.0267 0.0022 0 0 0.0182 0.0182 0.0328 0.0368 0.0696 0 0.0041
"128DCM1GGZZ14" "128DCM" "Tara Oceans Expedition (2009-2013)" "TARA_128" "2011-09-05T17:07" 0.001 -153.6387 "DCM" "[DCM] deep chlorophyll maximum layer (ENVO:01000326)" "40" "Trades Biome" "[SPO] South Pacific Ocean (MRGID:1910)" "[PEOD] Pacific Equatorial Divergence Province (MRGID:21489)" 26.139288 NA 0.032420254 3.000673 3.827482581 0.2835 0.078800819 5.264 0.54925 2.7405 0.035 NA 3.345e-06 177.673063 35.146525 23.1032 27.7445 0.28262 63.16188049 0.000250654 0 54.483871 NA 0.949927 0.595241 "winter" "late" 444.7725 0.000354 0.000797 0.002446 1.708381 0.104657 0.093623 727 0 365 "non polar" 0.069092 0.115437 NA 0.0036 0 0.0203 0.0082 0.002 0 NA NA 64 113 15 376 298 0.31764 0.0151 0.0206 0 0.0062 0 0.0203 0.0082 0.0036 0 0.002 0.0463 0.0036 0 0 0.0332 0.0022 0 0.0084 0.0276 0.036 0.0617 0.113 0.1747 0 0.0103
"128SUR1GGZZ14" "128SUR" "Tara Oceans Expedition (2009-2013)" "TARA_128" "2011-09-05T16:38" 0.0078 -153.6265 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Trades Biome" "[SPO] South Pacific Ocean (MRGID:1910)" "[PEOD] Pacific Equatorial Divergence Province (MRGID:21489)" 26.218438 NA 0.032420254 2.964091 3.827482581 0.2715 0.078800819 5.0815 0.53975 2.668 0.033 0.00335 3.345e-06 180.67375 35.129025 23.062688 27.7445 0.25349 63.16188049 0.000250654 0 54.527743 NA 28.83553 19.882019 "winter" "late" 444.7725 0.000358 0.000826 0.002475 1.682422 0.109414 0.09838 727 0 365 "non polar" 0.069092 0.115437 NA 0.0015 0 0.0127 0.0061 0.0013 0 NA NA 64 113 15 376 298 0.31764 0.0081 0.0096 0 0.0038 0 0.0127 0.0061 0.0015 0 0.0013 0.0257 0.0081 0 0.0013 0.0324 0.0029 0 0 0.0206 0.0206 0.0335 0.0723 0.1057 0 0.0064
"129DCM1GGZZ14" "129DCM" "Tara Oceans Expedition (2009-2013)" "TARA_129" "2011-09-11T16:50" 6.6112 -153.0543 "DCM" "[DCM] deep chlorophyll maximum layer (ENVO:01000326)" "85" "Trades Biome" "[NPO] North Pacific Ocean (MRGID:1908)" "[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)" 28.308435 NA 0.012012992 0 3.236661275 0.6895 0.004823963 1.1285 0.332 1.448 0.016 NA 3.426e-06 183.1609 34.798985 22.14902 44.7859 0.214085 NA NA 1.083333 56.301308 NA NA NA "summer" "late" 706.795 0.000328 0.00062 0.002266 1.683812 0.078943 0.062851 731 0 365 "non polar" 0.002842 0.045416 NA 0.0025 0 0.015 0.004 7e-04 5e-04 NA NA 91 117 41 169 154 0.18099 0.0143 0.0131 0 0.0036 0 0.015 0.004 0.0025 5e-04 7e-04 0.0415 0.002 0 0 0.0173 0 0 0.0157 0.0293 0.045 0.0391 0.0736 0.1127 0 0.0087
"129SUR1GGZZ14" "129SUR" "Tara Oceans Expedition (2009-2013)" "TARA_129" "2011-09-10T17:57" 6.671 -153.0658 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Trades Biome" "[NPO] North Pacific Ocean (MRGID:1908)" "[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)" 28.29544 NA 0.012012992 0 3.236661275 0.042 0.004823963 0.4145 0.225 1.3695 0.005 0.00343 3.426e-06 185.28475 34.74947 22.10997 44.1436 0.21374 44.20000076 0.000172 1.083333 56.184399 NA NA NA "summer" "late" 388.3567 0.000324 0.000595 0.002241 1.600104 0.081837 0.065781 732 0 365 "non polar" 0.002842 0.045416 NA 0.0016 0 0.0057 0.0025 9e-04 0 NA NA 81 110 39 169 153 0.35133 0.0049 0.0054 0 0.0023 0 0.0057 0.0025 0.0016 0 9e-04 0.0211 0.004 0 0.0014 0.0234 0.0015 0 0 0.0179 0.0179 0.025 0.0475 0.0726 0 0.0041
"132DCM1GGZZ14" "132DCM" "Tara Oceans Expedition (2009-2013)" "TARA_132" "2011-10-05T00:27" 31.5237 -159.0351 "DCM" "[DCM] deep chlorophyll maximum layer (ENVO:01000326)" "115" "Westerlies Biome" "[NPO] North Pacific Ocean (MRGID:1908)" "[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484)" 15.321075 NA 0.022323498 0 0.001618445 0.017 0.023501203 0.047 0.1252 4.4468 0.049 NA 0.00081438 222.94125 34.39568 25.4389 19.2771 0.158691 28.12493038 0.000152055 0 42.616726 0.006352 0.006445 0.003747 "autumn" "early" 972.1014 0.000292 0.000357 0.002018 1.910665 0.049509 0.035929 705 0 365 "non polar" 0.134524 0.043804 NA 0.0055 0 0.041 0.0099 0.0011 9e-04 NA NA 48 58 52 16 128 0.95762 0.024 0.0253 0 0.0035 0 0.041 0.0099 0.0055 9e-04 0.0011 0.0512 0.0029 0 0 0.0352 0 0 0.0674 0.0449 0.1123 0.0929 0.13 0.2254 0.0035 0.0256
